ADM1_EN,ADM1_PCODE,Age,Sex,2015,2016,2017,2018,2019,2020
Nord,BF54,75-79,female,4420.86208401953,3231.34894285516,3033.0967526611,2834.84456246703,2636.59237227297,3429.60113304922
Nord,BF54,85-89,female,0,0,0,0,0,0
Nord,BF54,90-94,female,0,0,0,0,0,0
Plateau Central,BF55,0,male,81010.0155337148,83502.2165331805,83917.5833664248,84332.9501996691,84748.3170329134,83086.8496999362
Plateau Central,BF55,0,female,81336.0378112974,79994.6115701241,79771.0405299286,79547.469489733,79323.8984495375,80218.1826103197
Plateau Central,BF55,5-9,female,57327.7572901176,80358.5382207818,84197.0017092258,88035.4651976699,91873.9286861139,76520.0747323378
Plateau Central,BF55,95-99,female,0,0,0,0,0,0
Plateau Central,BF55,100-104,female,0,0,0,0,0,0
Plateau Central,BF55,105-109,female,0,0,0,0,0,0
Plateau Central,BF55,110-114,female,0,0,0,0,0,0
Plateau Central,BF55,115-119,female,0,0,0,0,0,0
Plateau Central,BF55,120-124,female,0,0,0,0,0,0
Plateau Central,BF55,125-129,female,0,0,0,0,0,0
Plateau Central,BF55,10-14,female,48303.4606466323,58399.4497861864,60082.1146427787,61764.7794993711,63447.4443559634,56716.784929594
Plateau Central,BF55,15-19,female,39631.2680629361,49251.1841328784,50854.5034778688,52457.8228228592,54061.1421678495,47647.864787888
Plateau Central,BF55,20-24,female,34936.5472657472,39752.8849190764,40555.607861298,41358.3308035195,42161.053745741,38950.1619768549
Plateau Central,BF55,5-9,male,61161.7792744885,83394.0067831119,87099.3780345491,90804.7492859864,94510.1205374236,79688.6355316747
Plateau Central,BF55,95-99,male,0,0,0,0,0,0
Plateau Central,BF55,100-104,male,0,0,0,0,0,0
Plateau Central,BF55,105-109,male,0,0,0,0,0,0
Plateau Central,BF55,110-114,male,0,0,0,0,0,0
Plateau Central,BF55,115-119,male,0,0,0,0,0,0
Plateau Central,BF55,120-124,male,0,0,0,0,0,0
Plateau Central,BF55,125-129,male,0,0,0,0,0,0
Plateau Central,BF55,10-14,male,44730.2564843274,63786.0238476017,66961.9850748141,70137.9463020264,73313.9075292388,60610.0626203893
Plateau Central,BF55,15-19,male,27255.4624059021,47567.1844575562,50952.4714661652,54337.7584747742,57723.0454833832,44181.8974489471
Plateau Central,BF55,20-24,male,21947.819726858,27793.4027482302,28767.6665851256,29741.930422021,30716.1942589163,26819.1389113349
Plateau Central,BF55,25-29,male,18452.860911173,22157.6022233838,22775.0591087522,23392.5159941207,24009.9728794892,21540.1453380153
Plateau Central,BF55,30-34,male,16209.8276414049,18429.7577098142,18799.7460545491,19169.734399284,19539.7227440189,18059.7693650793
Plateau Central,BF55,35-39,male,14045.0397182567,16136.287477802,16484.8287710595,16833.3700643171,17181.9113575746,15787.7461845444
Plateau Central,BF55,40-44,male,11723.7611018689,13933.2390410979,14301.4853643027,14669.7316875075,15037.9780107123,13564.992717893
Plateau Central,BF55,1-4,male,80527.5025628926,78572.303001147,78246.4364075227,77920.5698138984,77594.7032202741,78898.1695947712
Plateau Central,BF55,45-49,male,10954.3485267741,11216.0871887828,11259.7102991176,11303.3334094524,11346.9565197872,11172.464078448
Plateau Central,BF55,50-54,male,9441.60515879097,10378.2970841497,10534.4124050428,10690.5277259359,10846.643046829,10222.1817632566
Plateau Central,BF55,55-59,male,7733.24842425835,8681.53936973982,8839.5878606534,8997.63635156697,9155.68484248055,8523.49087882624
Plateau Central,BF55,60-64,male,6337.87307620499,6665.11822138762,6719.65907891806,6774.19993644849,6828.74079397893,6610.57736385718
Plateau Central,BF55,65-69,male,5020.74307477144,4908.50131640459,4889.79435667678,4871.08739694897,4852.38043722116,4927.2082761324
Plateau Central,BF55,70-74,male,3560.16327120157,3252.47756477722,3201.1966137065,3149.91566263578,3098.63471156505,3303.75851584795
Plateau Central,BF55,75-79,male,1995.25633880527,1728.97488968472,1684.59464816463,1640.21440664454,1595.83416512444,1773.35513120481
Plateau Central,BF55,80-84,male,0,777.244284861164,906.784999004692,1036.32571314822,1165.86642729175,647.703570717637
Plateau Central,BF55,85-89,male,0,0,0,0,0,0
Plateau Central,BF55,90-94,male,0,0,0,0,0,0
Plateau Central,BF55,80-84,female,0,1037.19641538628,1210.06248461732,1382.92855384837,1555.79462307941,864.33034615523
Plateau Central,BF55,25-29,female,27933.5887432738,35509.3161957482,36771.9374378273,38034.5586799064,39297.1799219854,34246.6949536691
Plateau Central,BF55,30-34,female,24882.0202251011,27816.2899122839,28305.3348601477,28794.3798080115,29283.4247558753,27327.2449644201
Plateau Central,BF55,35-39,female,20852.3848741806,24962.1968408604,25647.1655019738,26332.1341630871,27017.1028242004,24277.2281797471
Plateau Central,BF55,40-44,female,17240.0580385658,20856.3823868152,21459.1031115234,22061.8238362316,22664.5445609398,20253.6616621069
Plateau Central,BF55,1-4,female,77488.9749358231,79496.9507006135,79831.6133280786,80166.2759555436,80500.9385830087,79162.2880731484
Plateau Central,BF55,45-49,female,14697.0842734219,16988.2332833798,17370.0914517061,17751.9496200324,18133.8077883587,16606.3751150535
Plateau Central,BF55,50-54,female,10941.3076356708,14541.0892742087,15141.0528806317,15741.0164870547,16340.9800934777,13941.1256677857
Plateau Central,BF55,55-59,female,9676.34119865042,10173.5551134799,10256.4240992849,10339.2930850898,10422.1620708947,10090.686127675
Plateau Central,BF55,60-64,female,5933.60545200261,8984.28592885268,9492.73267499436,10001.179421136,10509.6261672777,8475.839182711
Plateau Central,BF55,65-69,female,6064.01436303564,4469.72496345607,4204.01006352614,3938.29516359621,3672.58026366629,4735.439863386
Plateau Central,BF55,70-74,female,3247.18188472231,4283.22586167071,4455.89985782878,4628.57385398684,4801.24785014491,4110.55186551264
Plateau Central,BF55,75-79,female,2503.85109183407,1516.48220557741,1351.92072453463,1187.35924349185,1022.79776244908,1681.04368662019
Plateau Central,BF55,85-89,female,0,0,0,0,0,0
Plateau Central,BF55,90-94,female,0,0,0,0,0,0
Sahel,BF56,0,male,114955.455075611,126391.495423968,128297.502148694,130203.50887342,132109.515598147,124485.488699242
Sahel,BF56,100-104,male,0,0,0,0,0,0
Sahel,BF56,105-109,male,0,0,0,0,0,0
Sahel,BF56,110-114,male,0,0,0,0,0,0
Sahel,BF56,115-119,male,0,0,0,0,0,0
Sahel,BF56,120-124,male,0,0,0,0,0,0
Sahel,BF56,125-129,male,0,0,0,0,0,0
Sahel,BF56,10-14,male,60940.0841257323,83325.1459106507,87055.9895414704,90786.8331722901,94517.6768031099,79594.302279831
Sahel,BF56,15-19,male,48329.5424288389,62565.6661378101,64938.3534226386,67311.0407074671,69683.7279922957,60192.9788529815
Sahel,BF56,20-24,male,42774.122818832,48512.4419687486,49468.8284937347,50425.2150187208,51381.6015437069,47556.0554437625
Sahel,BF56,25-29,male,33815.0306308632,43612.8366086172,45245.8042715762,46878.7719345352,48511.7395974941,41979.8689456582
Sahel,BF56,30-34,male,27737.9753767243,34166.2090651039,35237.5813465005,36308.9536278971,37380.3259092937,33094.8367837073
Sahel,BF56,5-9,male,80318.8483052398,112393.013566703,117738.707776947,123084.401987191,128430.096197435,107047.319356459
Sahel,BF56,95-99,male,0,0,0,0,0,0
Sahel,BF56,0,female,113103.648538942,121604.258315932,123021.026612097,124437.794908262,125854.563204427,120187.490019767
Sahel,BF56,5-9,female,74880.7967151627,108944.633883719,114621.940078479,120299.246273238,125976.552467998,103267.32768896
Sahel,BF56,95-99,female,0,0,0,0,0,0
Sahel,BF56,100-104,female,0,0,0,0,0,0
Sahel,BF56,105-109,female,0,0,0,0,0,0
Sahel,BF56,110-114,female,0,0,0,0,0,0
Sahel,BF56,115-119,female,0,0,0,0,0,0
Sahel,BF56,120-124,female,0,0,0,0,0,0
Sahel,BF56,125-129,female,0,0,0,0,0,0
Sahel,BF56,10-14,female,67330.1207663505,75433.2585243956,76783.7814840698,78134.304443744,79484.8274034182,74082.7355647214
Sahel,BF56,15-19,female,57862.433825353,68127.0591044846,69837.8299843398,71548.6008641951,73259.3717440504,66416.2882246293
Sahel,BF56,20-24,female,49581.4679747559,58325.3612406351,59782.6767849482,61239.9923292614,62697.3078735746,56868.0456963219
Sahel,BF56,25-29,female,38014.1975661266,50720.1044498945,52837.7555971891,54955.4067444838,57073.0578917784,48602.4533025998
Sahel,BF56,30-34,female,29198.5551802942,38787.1214163169,40385.2157889874,41983.3101616579,43581.4045343283,37189.0270436465
Sahel,BF56,35-39,female,25690.5554735058,29048.4366180681,29608.0834754952,30167.7303329222,30727.3771903493,28488.7897606411
Sahel,BF56,40-44,female,20474.1990321848,25848.6283903621,26744.3666167249,27640.1048430878,28535.8430694507,24952.8901639992
Sahel,BF56,1-4,female,104574.905757382,111182.089451393,112283.286733729,113384.484016064,114485.681298399,110080.892169058
Sahel,BF56,45-49,female,16653.2179389172,20335.2985220036,20948.9786191847,21562.6587163658,22176.3388135469,19721.6184248226
Sahel,BF56,50-54,female,12193.2331815878,16517.3036967855,17237.9821159851,17958.6605351847,18679.3389543843,15796.6252775859
Sahel,BF56,55-59,female,10315.3448627122,11431.2539923374,11617.2388472749,11803.2237022124,11989.20855715,11245.2691373999
Sahel,BF56,60-64,female,5790.15564986629,9684.6353427878,10333.7152916081,10982.7952404283,11631.8751892486,9035.55539396755
Sahel,BF56,65-69,female,5751.03297655638,4394.9330737488,4168.91642328087,3942.89977281294,3716.88312234502,4620.94972421673
Sahel,BF56,70-74,female,2829.87336941663,4112.09321625174,4325.7965240576,4539.49983186345,4753.2031396693,3898.38990844589
Sahel,BF56,75-79,female,2099.58346763169,1338.08581479076,1211.16953931727,1084.25326384378,957.336988370296,1465.00209026425
Sahel,BF56,80-84,female,0,869.731286560807,1014.68650098761,1159.64171541441,1304.59692984121,724.776072134006
Sahel,BF56,35-39,male,25455.8194336464,27327.7831842835,27639.7771427231,27951.7711011626,28263.7650596021,27015.789225844
Sahel,BF56,40-44,male,20878.4666563872,25327.2990177232,26068.7710779459,26810.2431381686,27551.7151983912,24585.8269575005
Sahel,BF56,1-4,male,108174.191701894,112715.586317298,113472.485419866,114229.384522433,114986.283625,111958.687214731
Sahel,BF56,45-49,male,17318.3033851857,20412.4019212047,20928.0850105412,21443.7680998777,21959.4511892142,19896.7188318682
Sahel,BF56,50-54,male,14149.3668470832,16563.0794806904,16965.3649196249,17367.6503585594,17769.9357974939,16160.7940417558
Sahel,BF56,55-59,male,10863.0622890509,13155.5481389329,13537.6291139132,13919.7100888936,14301.7910638739,12773.4671639526
Sahel,BF56,60-64,male,7915.82089970459,9560.06271202635,9834.10301407998,10108.1433161336,10382.1836181872,9286.02240997273
Sahel,BF56,65-69,male,6194.42327406866,6145.84262041718,6137.7458448086,6129.64906920002,6121.55229359144,6153.93939602576
Sahel,BF56,70-74,male,3142.85475589589,4262.70640091515,4449.3483417517,4635.99028258824,4822.63222342478,4076.06446007861
Sahel,BF56,75-79,male,1812.68386335904,1516.04585162452,1466.6061830021,1417.16651437968,1367.72684575726,1565.48552024694
Sahel,BF56,80-84,male,0,706.122957882211,823.810117529247,941.497277176282,1059.18443682332,588.435798235176
Sahel,BF56,85-89,male,0,0,0,0,0,0
Sahel,BF56,90-94,male,0,0,0,0,0,0
Sahel,BF56,85-89,female,0,0,0,0,0,0
Sahel,BF56,90-94,female,0,0,0,0,0,0
Sud-Ouest,BF57,0,male,69194.9681941228,60412.1919765328,58948.3959402678,57484.5999040028,56020.8038677378,61875.9880127978
Sud-Ouest,BF57,100-104,male,0,0,0,0,0,0
Sud-Ouest,BF57,105-109,male,0,0,0,0,0,0
Sud-Ouest,BF57,110-114,male,0,0,0,0,0,0
Sud-Ouest,BF57,115-119,male,0,0,0,0,0,0
Sud-Ouest,BF57,120-124,male,0,0,0,0,0,0
Sud-Ouest,BF57,125-129,male,0,0,0,0,0,0
Sud-Ouest,BF57,10-14,male,40361.5579647211,60069.4432314282,63354.0907758794,66638.7383203306,69923.3858647818,56784.795686977
Sud-Ouest,BF57,15-19,male,26512.1316130139,42537.7072914185,45208.6365711526,47879.5658508867,50550.4951306208,39866.7780116844
Sud-Ouest,BF57,20-24,male,23564.8902236675,26592.3534680077,27096.9306753978,27601.5078827878,28106.0850901779,26087.7762606177
Sud-Ouest,BF57,25-29,male,19117.9463574414,23929.1565724305,24731.0249415954,25532.8933107602,26334.7616799251,23127.2882032657
Sud-Ouest,BF57,30-34,male,16940.1175431899,19064.8798283879,19419.0068759209,19773.1339234539,20127.2609709869,18710.7527808549
Sud-Ouest,BF57,5-9,male,57301.675507911,75679.6768787957,78742.6771072764,81805.6773357572,84868.677564238,72616.6766503149
Sud-Ouest,BF57,95-99,male,0,0,0,0,0,0
Sud-Ouest,BF57,1-4,male,73381.0942382829,66193.1348941057,64995.1416700762,63797.1484460467,62599.1552220172,67391.1281181353
Sud-Ouest,BF57,45-49,male,10315.3448627122,11850.9602236488,12106.8961171383,12362.8320106277,12618.7679041171,11595.0243301594
Sud-Ouest,BF57,50-54,male,8776.51971252255,9795.76887236401,9965.64373233759,10135.5185923112,10305.3934522847,9625.89401239044
Sud-Ouest,BF57,55-59,male,7746.28931536165,7958.44133027238,7993.79999942417,8029.15866857596,8064.51733772774,7923.08266112059
Sud-Ouest,BF57,60-64,male,6103.13703634555,6725.44695457129,6829.16527427558,6932.88359397987,7036.60191368416,6621.728634867
Sud-Ouest,BF57,65-69,male,3860.10376657753,4921.64333051125,5098.56659116687,5275.48985182249,5452.41311247811,4744.72006985563
Sud-Ouest,BF57,70-74,male,2151.7470320449,2617.68768264831,2695.34445774888,2773.00123284945,2850.65800795002,2540.03090754774
Sud-Ouest,BF57,75-79,male,965.025941644381,1093.16142247638,1114.51733594838,1135.87324942038,1157.22916289238,1071.80550900438
Sud-Ouest,BF57,80-84,male,0,375.921153057442,438.574678567015,501.228204076589,563.881729586162,313.267627547868
Sud-Ouest,BF57,85-89,male,0,0,0,0,0,0
Sud-Ouest,BF57,90-94,male,0,0,0,0,0,0
Sud-Ouest,BF57,35-39,male,13979.8352627402,17002.9140593533,17506.7605254555,18010.6069915577,18514.4534576598,16499.0675932511
Sud-Ouest,BF57,40-44,male,12167.1513993812,13769.0179244518,14035.9956786303,14302.9734328087,14569.9511869871,13502.0401702734
Sud-Ouest,BF57,0,female,71724.9010681635,57342.5958513158,54945.5449818412,52548.4941123666,50151.443242892,59739.6467207904
Sud-Ouest,BF57,5-9,female,47507.9662893308,71149.689503833,75089.97670625,79030.2639086671,82970.5511110841,67209.4023014159
Sud-Ouest,BF57,95-99,female,0,0,0,0,0,0
Sud-Ouest,BF57,100-104,female,0,0,0,0,0,0
Sud-Ouest,BF57,105-109,female,0,0,0,0,0,0
Sud-Ouest,BF57,110-114,female,0,0,0,0,0,0
Sud-Ouest,BF57,115-119,female,0,0,0,0,0,0
Sud-Ouest,BF57,120-124,female,0,0,0,0,0,0
Sud-Ouest,BF57,125-129,female,0,0,0,0,0,0
Sud-Ouest,BF57,10-14,female,36566.6586536601,49088.634022801,51175.6299176578,53262.6258125146,55349.6217073714,47001.6381279441
Sud-Ouest,BF57,15-19,female,31128.6070635829,37058.6412963583,38046.9803351542,39035.3193739501,40023.658412746,36070.3022575624
Sud-Ouest,BF57,20-24,female,30776.5030037938,30556.9864983897,30520.4004141557,30483.8143299216,30447.2282456876,30593.5725826237
Sud-Ouest,BF57,25-29,female,26094.8230977082,30983.5880695133,31798.3822314808,32613.1763934483,33427.9705554158,30168.7939075458
Sud-Ouest,BF57,30-34,female,24464.7117097954,25741.151757042,25953.8917649164,26166.6317727908,26379.3717806653,25528.4117491675
Sud-Ouest,BF57,35-39,female,20187.2994279122,24606.6458921143,25343.203636148,26079.7613801817,26816.3191242154,23870.0881480806
Sud-Ouest,BF57,40-44,female,17422.6305140121,20044.698033308,20481.709286524,20918.72053974,21355.731792956,19607.686780092
Sud-Ouest,BF57,1-4,female,68060.4106681355,70157.5348749956,70507.055576139,70856.5762772823,71206.0969784257,69808.0141738523
Sud-Ouest,BF57,45-49,female,13627.7312029511,17413.1549267538,18044.058880721,18674.9628346881,19305.8667886552,16782.2509727867
Sud-Ouest,BF57,50-54,female,11515.1068442161,13209.1134909675,13491.4479320927,13773.7823732179,14056.1168143431,12926.7790498422
Sud-Ouest,BF57,55-59,female,9324.23713886125,10879.0130856,11138.1424100564,11397.2717345129,11656.4010589693,10619.8837611435
Sud-Ouest,BF57,60-64,female,7159.44921571305,8369.01608574669,8570.61056408563,8772.20504242456,8973.7995207635,8167.42160740775
Sud-Ouest,BF57,65-69,female,4446.94386622614,5967.11920135614,6220.48175721114,6473.84431306614,6727.20686892114,5713.75664550114
Sud-Ouest,BF57,70-74,female,2699.46445838361,3077.3908236597,3140.37855120572,3203.36627875173,3266.35400629775,3014.40309611369
Sud-Ouest,BF57,75-79,female,1212.80287260713,1434.43194981104,1471.37012934503,1508.30830887902,1545.246488413,1397.49377027706
Sud-Ouest,BF57,80-84,female,0,502.391146977429,586.123004807001,669.854862636572,753.586720466144,418.659289147858
Sud-Ouest,BF57,85-89,female,0,0,0,0,0,0
Sud-Ouest,BF57,90-94,female,0,0,0,0,0,0
